"Story","Title","Result","Date","Stability","Duration (s)"
"Register a new user on the page PRODUCT STORE and make a purchase by adding products to the cart","make a purchase on the page PRODUCT STORE","SUCCESS","2023-09-29T14:48:35.669765-05:00[America/Bogota]","0.0","14.83"
