"Story","Title","Result","Date","Stability","Duration (s)"
"Verify correct login on the page product store and make a purchase by adding prod<ucts to the cart","Verify correct login","ERROR","2023-10-03T20:07:05.5951963-05:00[America/Bogota]","0.0","5.91"
